identifier,type,currentTag,nfcSerial,locationName,status,keyCount,fobCount,keyDescription,address,notes
A24-19-106,Night Shift,,,No Keys Held,Present,0,0,,"578 Mosspark Boulevard, Glasgow, G52 1TA ",Keybox on site
A24-19-107,Day Shift,,,No Keys Held,Present,0,0,,"55-65 Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-107,Night Shift,,,No Keys Held,Present,0,0,,"55-65 Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-108,Day Shift,,,No Keys Held,Present,0,0,,"90 Burns Drive, Johnstone, PA5 0HB ",Keybox on site
A24-19-108,Night Shift,,,No Keys Held,Present,0,0,,"90 Burns Drive, Johnstone, PA5 0HB ",Keybox on site
A24-19-109,Day Shift,,,No Keys Held,Present,0,0,,"9-11 Talisman Avenue, Dumbarton, G82 5DB   ",Keybox on site
A24-19-109,Night Shift,,,No Keys Held,Present,0,0,,"9-11 Talisman Avenue, Dumbarton, G82 5DB   ",Keybox on site
A24-19-11,Day Shift,,,No Keys Held,Present,0,0,,"40 Kingsway Court, Glasgow, G14 9SU ",Keybox on site
A24-19-11,Night Shift,,,No Keys Held,Present,0,0,,"40 Kingsway Court, Glasgow, G14 9SU ",Keybox on site
A24-19-110,Day Shift,,,No Keys Held,Present,0,0,,"49A Poplar Place, Blantyre, G72 9QB ",Keybox on site
A24-19-110,Night Shift,,,No Keys Held,Present,0,0,,"49A Poplar Place, Blantyre, G72 9QB ",Keybox on site
A24-19-111,Day Shift,,,No Keys Held,Present,0,0,,"13 Titan Boulevard, Clydebank, G81 1DZ ",Keybox on site
A24-19-111,Night Shift,,,No Keys Held,Present,0,0,,"13 Titan Boulevard, Clydebank, G81 1DZ ",Keybox on site
A24-19-112,Day Shift,,,No Keys Held,Present,0,0,,"163 Queens Quay, Main Avenue, Clydebank, G81 1BS ",Keybox on site
A24-19-112,Night Shift,,,No Keys Held,Present,0,0,,"163 Queens Quay, Main Avenue, Clydebank, G81 1BS ",Keybox on site
A24-19-113,Day Shift,,,No Keys Held,Present,0,0,,"165 Queens Quay, Main Avenue, Clydebank, G81 1BS ",Keybox on site
A24-19-113,Night Shift,,,No Keys Held,Present,0,0,,"165 Queens Quay, Main Avenue, Clydebank, G81 1BS ",Keybox on site
A24-19-114,Day Shift,,,No Keys Held,Present,0,0,,"13 Beardmore St, Clydebank, G81 4HA ",Keybox on site
A24-19-114,Night Shift,,,No Keys Held,Present,0,0,,"13 Beardmore St, Clydebank, G81 4HA ",Keybox on site
A24-19-115,Day Shift,,,No Keys Held,Present,0,0,,"7 Longstone Rd, Glasgow, G33 3JR ",Keybox on site
A24-19-115,Night Shift,,,No Keys Held,Present,0,0,,"7 Longstone Rd, Glasgow, G33 3JR ",Keybox on site
A24-19-116,Day Shift,,,No Keys Held,Present,0,0,,"41 Constarry Gardens, Croy, G65 9HY ",Keybox on site
A24-19-116,Night Shift,,,No Keys Held,Present,0,0,,"41 Constarry Gardens, Croy, G65 9HY ",Keybox on site
A24-19-117,Day Shift,,,Van 1,Present,2,3,,"Lipton House, 170 Crown Street, Glasgow, G5 9XD ",
A24-19-117,Night Shift,,,Van 2,Present,2,3,,"Lipton House, 170 Crown Street, Glasgow, G5 9XD ",
A24-19-118,Day Shift,,,No Keys Held,Present,0,0,,"19 East Lane, Paisley, PA1 1BT",Keybox on site
A24-19-118,Night Shift,,,No Keys Held,Present,0,0,,"19 East Lane, Paisley, PA1 1BT",Keybox on site
A24-19-12,Day Shift,,,Van 1,Present,1,2,,"217 Wallacewell Rd, Glasgow, G21 3PR ",
A24-19-12,Night Shift,,,Van 2,Present,1,2,,"217 Wallacewell Rd, Glasgow, G21 3PR ",
A24-19-13,Day Shift,,,No Keys Held,Present,0,0,,"54 Sword Street, Glasgow, G31 1TD ",Keybox on site
A24-19-13,Night Shift,,,No Keys Held,Present,0,0,,"54 Sword Street, Glasgow, G31 1TD ",Keybox on site
A24-19-14,Day Shift,,,No Keys Held,Present,0,0,,"97 Sannox Gardens, Glasgow, G313WJ ",Keybox on site
A24-19-14,Night Shift,,,No Keys Held,Present,0,0,,"97 Sannox Gardens, Glasgow, G313WJ ",Keybox on site
A24-19-15,Day Shift,,,No Keys Held,Present,0,0,,"Marfield Complex,10 Marfield Street, Glasgow, G32 6EX ",Keybox on site
A24-19-15,Night Shift,,,No Keys Held,Present,0,0,,"Marfield Complex,10 Marfield Street, Glasgow, G32 6EX ",Keybox on site
A24-19-16,Day Shift,,,No Keys Held,Present,0,0,,"110 Brockburn Road, Glasgow, G53 5SA ",Keybox on site
A24-19-16,Night Shift,,,No Keys Held,Present,0,0,,"110 Brockburn Road, Glasgow, G53 5SA ",Keybox on site
A24-19-17,Day Shift,,,No Keys Held,Present,0,0,,"18 Sandford Gardens, Glasgow, G69 6NA ",Keybox on site
A24-19-17,Night Shift,,,No Keys Held,Present,0,0,,"18 Sandford Gardens, Glasgow, G69 6NA ",Keybox on site
A24-19-18,Day Shift,,,No Keys Held,Present,0,0,,"10 Elmslie Court, Glasgow, G69 7NZ ",Keybox on site
A24-19-18,Night Shift,,,No Keys Held,Present,0,0,,"10 Elmslie Court, Glasgow, G69 7NZ ",Keybox on site
A24-19-19,Day Shift,,,No Keys Held,Present,0,0,,"14 Gadsburn Court, Glasgow, G21 3LS ",Keybox on site
A24-19-19,Night Shift,,,No Keys Held,Present,0,0,,"14 Gadsburn Court, Glasgow, G21 3LS ",Keybox on site
A24-19-2,Day Shift,,,Van 1,Present,4,1,,"20 Dykebar Avenue, Glasgow, G13 3HF ",
A24-19-2,Night Shift,,,Van 2,Present,4,1,,"20 Dykebar Avenue, Glasgow, G13 3HF ",
A24-19-20,Day Shift,,,No Keys Held,Present,0,0,,"18 Riddrievale Court, Glasgow, G33 2RN ",Keybox on site
A24-19-20,Night Shift,,,No Keys Held,Present,0,0,,"18 Riddrievale Court, Glasgow, G33 2RN ",Keybox on site
A24-19-21,Day Shift,,,No Keys Held,Present,0,0,,"14 Mair Street, Glasgow, G51 1HA ",Keybox on site
A24-19-21,Night Shift,,,No Keys Held,Present,0,0,,"14 Mair Street, Glasgow, G51 1HA ",Keybox on site
A24-19-22,Day Shift,,,No Keys Held,Present,0,0,,"12 Freeland Court, Glasgow, G53 6DN ",Keybox on site
A24-19-22,Night Shift,,,No Keys Held,Present,0,0,,"12 Freeland Court, Glasgow, G53 6DN ",Keybox on site
A24-19-23,Day Shift,,,No Keys Held,Present,0,0,,"12 McIntosh Court, Glasgow, G31 2HW ",Keybox on site
A24-19-23,Night Shift,,,No Keys Held,Present,0,0,,"12 McIntosh Court, Glasgow, G31 2HW ",Keybox on site
A24-19-24,Day Shift,,,No Keys Held,Present,0,0,,"1-30 Toryburn Close, Glasgow, G21 3BD ",Keybox on site
A24-19-24,Night Shift,,,No Keys Held,Present,0,0,,"1-30 Toryburn Close, Glasgow, G21 3BD ",Keybox on site
A24-19-25,Day Shift,,,No Keys Held,Present,0,0,,"280 Lincoln Avenue, Glasgow, G13 3BD ",Keybox on site
A24-19-25,Night Shift,,,No Keys Held,Present,0,0,,"280 Lincoln Avenue, Glasgow, G13 3BD ",Keybox on site
A24-19-26,Day Shift,,,No Keys Held,Present,0,0,,"2 Arrochar Court, Glasgow, G23 5LS ",Keybox on site
A24-19-26,Night Shift,,,No Keys Held,Present,0,0,,"2 Arrochar Court, Glasgow, G23 5LS ",Keybox on site
A24-19-27,Day Shift,,,No Keys Held,Present,0,0,,"51 Gallowhill Road, Glasgow, G76 9DQ ",Keybox on site
A24-19-27,Night Shift,,,No Keys Held,Present,0,0,,"51 Gallowhill Road, Glasgow, G76 9DQ ",Keybox on site
A24-19-28,Day Shift,,,No Keys Held,Present,0,0,,"61 Gorget Avenue, Glasgow G13 2AL ",Keybox on site
A24-19-28,Night Shift,,,No Keys Held,Present,0,0,,"61 Gorget Avenue, Glasgow G13 2AL ",Keybox on site
A24-19-29,Day Shift,,,No Keys Held,Present,0,0,,"12 Kelvindale Place, Glasgow, G20 8BU ",Keybox on site
A24-19-29,Night Shift,,,No Keys Held,Present,0,0,,"12 Kelvindale Place, Glasgow, G20 8BU ",Keybox on site
A24-19-3,Day Shift,,,No Keys Held,Present,0,0,,"21 Dougrie Terrace 0/2, Glasgow, G45 9BN ",Keybox on site
A24-19-3,Night Shift,,,No Keys Held,Present,0,0,,"21 Dougrie Terrace 0/2, Glasgow, G45 9BN ",Keybox on site
A24-19-30,Day Shift,,,No Keys Held,Present,0,0,,"10 Dougrie Terrace, Glasgow, G45 9BL ",Keybox on site
A24-19-30,Night Shift,,,No Keys Held,Present,0,0,,"10 Dougrie Terrace, Glasgow, G45 9BL ",Keybox on site
A24-19-31,Day Shift,,,No Keys Held,Present,0,0,,"1 - 45 Dougrie Court, Glasgow, G45 9BL ",Keybox on site
A24-19-31,Night Shift,,,No Keys Held,Present,0,0,,"1 - 45 Dougrie Court, Glasgow, G45 9BL ",Keybox on site
A24-19-32,Day Shift,,,No Keys Held,Present,0,0,,"1-12 Dougrie Path, Glasgow, G45 9BD ",Keybox on site
A24-19-32,Night Shift,,,No Keys Held,Present,0,0,,"1-12 Dougrie Path, Glasgow, G45 9BD ",Keybox on site
A24-19-33,Day Shift,,,No Keys Held,Present,0,0,,"38 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-33,Night Shift,,,No Keys Held,Present,0,0,,"38 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-34,Day Shift,,,No Keys Held,Present,0,0,,"62 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-34,Night Shift,,,No Keys Held,Present,0,0,,"62 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-35,Day Shift,,,No Keys Held,Present,0,0,,"64 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-35,Night Shift,,,No Keys Held,Present,0,0,,"64 Dougrie Drive, Glasgow, G45 9BB ",Keybox on site
A24-19-36,Day Shift,,,No Keys Held,Present,0,0,,"The Dell, 6 Maryville Ave, Giffnock, Glasgow G46 7NE ",Keybox on site
A24-19-36,Night Shift,,,No Keys Held,Present,0,0,,"The Dell, 6 Maryville Ave, Giffnock, Glasgow G46 7NE ",Keybox on site
A24-19-37,Day Shift,,,No Keys Held,Present,0,0,,"415 Nitshill Rd, Glasgow, G53 7BN ",Keybox on site
A24-19-37,Night Shift,,,No Keys Held,Present,0,0,,"415 Nitshill Rd, Glasgow, G53 7BN ",Keybox on site
A24-19-38,Day Shift,,,No Keys Held,Present,0,0,,"60 Strowan St, Glasgow, G32 9HB ",Keybox on site
A24-19-38,Night Shift,,,No Keys Held,Present,0,0,,"60 Strowan St, Glasgow, G32 9HB ",Keybox on site
A24-19-39,Day Shift,,,No Keys Held,Present,0,0,,"539 Mosspark Boulevard, Glasgow, G52 1HU ",Keybox on site
A24-19-39,Night Shift,,,No Keys Held,Present,0,0,,"539 Mosspark Boulevard, Glasgow, G52 1HU ",Keybox on site
A24-194,Day Shift,,,No Keys Held,Present,0,0,,"22-28 Newton Street, Paisley, PA1 2RP ",
A24-194,Night Shift,,,No Keys Held,Present,0,0,,"22-28 Newton Street, Paisley, PA1 2RP ",
A24-19-4,Day Shift,,,Van 1,Present,2,2,,"1 Dava Street, Glasgow, G51 2JA ",
A24-19-4,Night Shift,,,Van 2,Present,2,2,,"1 Dava Street, Glasgow, G51 2JA ",
A24-19-41,Day Shift,,,No Keys Held,Present,0,0,,"14 Raploch Avenue, Glasgow, G14 9FF ",Keybox on site
A24-19-41,Night Shift,,,No Keys Held,Present,0,0,,"14 Raploch Avenue, Glasgow, G14 9FF ",Keybox on site
A24-19-42,Day Shift,,,No Keys Held,Present,0,0,,"2045 Maryhill Road, Glasgow, G20 0AA ",Keybox on site
A24-19-42,Night Shift,,,No Keys Held,Present,0,0,,"2045 Maryhill Road, Glasgow, G20 0AA ",Keybox on site
A24-19-43,Day Shift,,,No Keys Held,Present,0,0,,"2047 Maryhill Road, Glasgow, G20 0AA ",Keybox on site
A24-19-43,Night Shift,,,No Keys Held,Present,0,0,,"2047 Maryhill Road, Glasgow, G20 0AA ",Keybox on site
A24-19-44,Day Shift,,,No Keys Held,Present,0,0,,"1 Brunstane Road, Glasgow, G34 9NP ",Keybox on site
A24-19-44,Night Shift,,,No Keys Held,Present,0,0,,"1 Brunstane Road, Glasgow, G34 9NP ",Keybox on site
A24-19-45,Day Shift,,,Van 1,Present,0,1,,"701 Westerhouse Road, Glasgow G34 9DZ ",
A24-19-45,Night Shift,,,Van 2,Present,1,1,,"701 Westerhouse Road, Glasgow G34 9DZ ",
A24-19-46,Day Shift,,,Van 1,Present,0,1,,"703 Westerhouse Road, Glasgow, G34 9BE ",
A24-19-46,Night Shift,,,Van 2,Present,1,1,,"703 Westerhouse Road, Glasgow, G34 9BE ",
A24-19-47,Day Shift,,,No Keys Held,Present,0,0,,7 Coltpark avenue Glasgow G64 2AT ,Keybox on site
A24-19-47,Night Shift,,,No Keys Held,Present,0,0,,7 Coltpark avenue Glasgow G64 2AT ,Keybox on site
A24-19-48,Day Shift,,,No Keys Held,Present,0,0,,"12 Kennishead Ave, Glasgow, G46 8PR ",Keybox on site
A24-19-48,Night Shift,,,No Keys Held,Present,0,0,,"12 Kennishead Ave, Glasgow, G46 8PR ",Keybox on site
A24-19-49,Day Shift,,,No Keys Held,Present,0,0,,"12 Gartcraig Place, Glasgow, G33 2TG ",Keybox on site
A24-19-49,Night Shift,,,No Keys Held,Present,0,0,,"12 Gartcraig Place, Glasgow, G33 2TG ",Keybox on site
A24-195,Day Shift,,,No Keys Held,Present,0,0,,"7 Farrier Court, Johnstone, PA5 8AQ ",
A24-195,Night Shift,,,No Keys Held,Present,0,0,,"7 Farrier Court, Johnstone, PA5 8AQ ",
A24-19-5,Day Shift,,,Van 1,Present,4,1,,"Wheatley House, 25 Cochrane St, Glasgow, G1 1HL ",
A24-19-5,Night Shift,,,Van 2,Present,4,1,,"Wheatley House, 25 Cochrane St, Glasgow, G1 1HL ",
A24-19-50,Day Shift,,,No Keys Held,Present,0,0,,"46 Glasgow Road, Clydebank G81 1BT ",Keybox on site
A24-19-50,Night Shift,,,No Keys Held,Present,0,0,,"46 Glasgow Road, Clydebank G81 1BT ",Keybox on site
A24-19-51,Day Shift,,,No Keys Held,Present,0,0,,"48 Glasgow Road, Clydebank G81 1BT ",Keybox on site
A24-19-51,Night Shift,,,No Keys Held,Present,0,0,,"48 Glasgow Road, Clydebank G81 1BT ",Keybox on site
A24-19-52,Day Shift,,,No Keys Held,Present,0,0,,"1 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-52,Night Shift,,,No Keys Held,Present,0,0,,"1 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-53,Day Shift,,,No Keys Held,Present,0,0,,"3 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-53,Night Shift,,,No Keys Held,Present,0,0,,"3 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-54,Day Shift,,,No Keys Held,Present,0,0,,"7 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-54,Night Shift,,,No Keys Held,Present,0,0,,"7 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-55,Day Shift,,,No Keys Held,Present,0,0,,"11 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-55,Night Shift,,,No Keys Held,Present,0,0,,"11 Titan Boulevard, Clydebank G81 1DZ ",Keybox on site
A24-19-56,Day Shift,,,No Keys Held,Present,0,0,,"14 Jura Court, Glasgow, G52 1BP ",Keybox on site
A24-19-56,Night Shift,,,No Keys Held,Present,0,0,,"14 Jura Court, Glasgow, G52 1BP ",Keybox on site
A24-19-57,Day Shift,,,No Keys Held,Present,0,0,,"20 Balbeggie Street, Glasgow G32 9HQ ",Keybox on site
A24-19-57,Night Shift,,,No Keys Held,Present,0,0,,"20 Balbeggie Street, Glasgow G32 9HQ ",Keybox on site
A24-19-58,Day Shift,,,No Keys Held,Present,0,0,,"20 Queen Street, Paisley, PA1 2TU ",Keybox on site
A24-19-58,Night Shift,,,No Keys Held,Present,0,0,,"20 Queen Street, Paisley, PA1 2TU ",Keybox on site
A24-19-59,Day Shift,,,No Keys Held,Present,0,0,,"25 Soutra Pl, Glasgow, G33 3JE ",Keybox on site
A24-19-59,Night Shift,,,No Keys Held,Present,0,0,,"25 Soutra Pl, Glasgow, G33 3JE ",Keybox on site
A24-196,Day Shift,,,Van 1,Present,1,1,,"Newton House Student Accomodation, 457 Sauchiehall Street, Glasgow G2 3LG ",
A24-196,Night Shift,,,Van 2,Present,1,0,,"Newton House Student Accomodation, 457 Sauchiehall Street, Glasgow G2 3LG ",
A24-19-6,Day Shift,,,No Keys Held,Present,0,0,,"17 Cathkinview Place, Glasgow, G42 9ER ",Keybox on site
A24-19-6,Night Shift,,,No Keys Held,Present,0,0,,"17 Cathkinview Place, Glasgow, G42 9ER ",Keybox on site
A24-19-60,Day Shift,,,No Keys Held,Present,0,0,,"255 Bellrock St, Glasgow, G33 3LF     ",Keybox on site
A24-19-60,Night Shift,,,No Keys Held,Present,0,0,,"255 Bellrock St, Glasgow, G33 3LF     ",Keybox on site
A24-19-61,Day Shift,,,No Keys Held,Present,0,0,,"29 Muirhill Avenue, Glasgow, G44 3HP  ",Keybox on site
A24-19-61,Night Shift,,,No Keys Held,Present,0,0,,"29 Muirhill Avenue, Glasgow, G44 3HP  ",Keybox on site
A24-19-62,Day Shift,,,No Keys Held,Present,0,0,,"31 Muirhill Avenue, Glasgow, G44 3HP ",Keybox on site
A24-19-62,Night Shift,,,No Keys Held,Present,0,0,,"31 Muirhill Avenue, Glasgow, G44 3HP ",Keybox on site
A24-19-63,Day Shift,,,No Keys Held,Present,0,0,,"4 Broomlands Court, Paisley, PA1 2LN  (OFFICE) ",Keybox on site
A24-19-63,Night Shift,,,No Keys Held,Present,0,0,,"4 Broomlands Court, Paisley, PA1 2LN  (OFFICE) ",Keybox on site
A24-19-64,Day Shift,,,No Keys Held,Present,0,0,,"42-44 Circus Drive, Dennistoun, Glasgow G31 2JE ",Keybox on site
A24-19-64,Night Shift,,,No Keys Held,Present,0,0,,"42-44 Circus Drive, Dennistoun, Glasgow G31 2JE ",Keybox on site
A24-19-65,Day Shift,,,No Keys Held,Present,0,0,,"45-53 Burnside Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-65,Night Shift,,,No Keys Held,Present,0,0,,"45-53 Burnside Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-66,Day Shift,,,No Keys Held,Present,0,0,,"67-77 Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-66,Night Shift,,,No Keys Held,Present,0,0,,"67-77 Burnside Terrace, Falkirk, FK1 4EF ",Keybox on site
A24-19-67,Day Shift,,,No Keys Held,Present,0,0,,"351-359 Inverleith St, Glasgow, G32 6EG ",Keybox on site
A24-19-67,Night Shift,,,No Keys Held,Present,0,0,,"351-359 Inverleith St, Glasgow, G32 6EG ",Keybox on site
A24-19-68,Day Shift,,,No Keys Held,Present,0,0,,"The White House, Commonhead Farm, G69 9TY ",Keybox on site
A24-19-68,Night Shift,,,No Keys Held,Present,0,0,,"The White House, Commonhead Farm, G69 9TY ",Keybox on site
A24-19-69,Day Shift,,,No Keys Held,Present,0,0,,"2 Taylor Place, Glasgow, G4 0NZ ",Keybox on site
A24-19-69,Night Shift,,,No Keys Held,Present,0,0,,"2 Taylor Place, Glasgow, G4 0NZ ",Keybox on site
A24-197,Day Shift,,,No Keys Held,Present,0,0,,"VCL, 2 Kelvin Park South, East Kilbride, Glasgow, G75 0RH ",
A24-197,Night Shift,,,No Keys Held,Present,0,0,,"VCL, 2 Kelvin Park South, East Kilbride, Glasgow, G75 0RH ",
A24-19-7,Day Shift,,,No Keys Held,Present,0,0,,"50 Kennishead Avenue, Glasgow, G46 8RQ ",Keybox on site
A24-19-7,Night Shift,,,No Keys Held,Present,0,0,,"50 Kennishead Avenue, Glasgow, G46 8RQ ",Keybox on site
A24-19-70,Day Shift,,,No Keys Held,Present,0,0,,"2 Craigbo Street, Glasgow, G23 5PR  ",Keybox on site
A24-19-70,Night Shift,,,No Keys Held,Present,0,0,,"2 Craigbo Street, Glasgow, G23 5PR  ",Keybox on site
A24-19-71,Day Shift,,,No Keys Held,Present,0,0,,"2241 Great Western Road, Glasgow, G15 6NE ",Keybox on site
A24-19-71,Night Shift,,,No Keys Held,Present,0,0,,"2241 Great Western Road, Glasgow, G15 6NE ",Keybox on site
A24-19-72,Day Shift,,,No Keys Held,Present,0,0,,"1 Atholl Gardens, Glasgow, G46 7SB ",Keybox on site
A24-19-72,Night Shift,,,No Keys Held,Present,0,0,,"1 Atholl Gardens, Glasgow, G46 7SB ",Keybox on site
A24-19-73,Day Shift,,,No Keys Held,Present,0,0,,"6 Watson Street, Glasgow, G1 5AF  ",Keybox on site
A24-19-73,Night Shift,,,No Keys Held,Present,0,0,,"6 Watson Street, Glasgow, G1 5AF  ",Keybox on site
A24-19-74,Day Shift,,,No Keys Held,Present,0,0,,10 Watson Street Glasgow G1 5AF ,Keybox on site
A24-19-74,Night Shift,,,No Keys Held,Present,0,0,,10 Watson Street Glasgow G1 5AF ,Keybox on site
A24-19-75,Day Shift,,,Van 1,Present,2,0,,"Unit 4, Southpoint, Dixon Blazes Ind Estate, Glasgow, G5 0UG ",
A24-19-75,Night Shift,,,Van 2,Present,2,0,,"Unit 4, Southpoint, Dixon Blazes Ind Estate, Glasgow, G5 0UG ",
A24-19-76,Day Shift,,,Van 1,Present,4,0,,"14 Causewayside Street, Glasgow, G32 8LU ",
A24-19-76,Night Shift,,,Van 2,Present,4,0,,"14 Causewayside Street, Glasgow, G32 8LU ",
A24-19-77,Day Shift,,,Van 1,Present,1,1,,"144 Bell Street, Glasgow, G4 0SW ",
A24-19-77,Night Shift,,,Van 2,Present,1,1,,"144 Bell Street, Glasgow, G4 0SW ",
A24-19-78,Day Shift,,,Van 1,Present,1,1,,"160 Bell Street, Glasgow, G4 0SW ",
A24-19-78,Night Shift,,,Van 2,Present,1,1,,"160 Bell Street, Glasgow, G4 0SW ",
A24-19-79,Day Shift,,,No Keys Held,Present,0,0,,"112 Baltic Street, Glasgow, G40 3BL ",Keybox on site
A24-19-79,Night Shift,,,No Keys Held,Present,0,0,,"112 Baltic Street, Glasgow, G40 3BL ",Keybox on site
A24-19-8,Day Shift,,,No Keys Held,Present,0,0,,"55 Whitevale St, Glasgow, G31 1EE ",Keybox on site
A24-19-8,Night Shift,,,No Keys Held,Present,0,0,,"55 Whitevale St, Glasgow, G31 1EE ",Keybox on site
A24-19-80,Day Shift,,,No Keys Held,Present,0,0,,"12-14, 65 Woodside Terrace, Glasgow, G3 7XH ",Keybox on site
A24-19-80,Night Shift,,,No Keys Held,Present,0,0,,"12-14, 65 Woodside Terrace, Glasgow, G3 7XH ",Keybox on site
A24-19-81,Day Shift,,,No Keys Held,Present,0,0,,"6-7 Lowther Terrace, Glasgow, G12 0RN ",Keybox on site
A24-19-81,Night Shift,,,No Keys Held,Present,0,0,,"6-7 Lowther Terrace, Glasgow, G12 0RN ",Keybox on site
A24-19-82,Day Shift,,,No Keys Held,Present,0,0,,"62 North Bridge St, Bathgate, EH48 4PP ",Keybox on site
A24-19-82,Night Shift,,,No Keys Held,Present,0,0,,"62 North Bridge St, Bathgate, EH48 4PP ",Keybox on site
A24-19-83,Day Shift,,,Van 1,Present,4,0,,"57 Keppochhill Road, Glasgow, G21 1SR ",
A24-19-83,Night Shift,,,Van 2,Present,4,0,,"57 Keppochhill Road, Glasgow, G21 1SR ",
A24-19-84,Day Shift,,,Van 1,Present,1,0,,"22 Fulbar Street, Renfrew, PA4 8PD ",
A24-19-84,Night Shift,,,Van 2,Present,1,0,,"22 Fulbar Street, Renfrew, PA4 8PD ",
A24-19-85,Day Shift,,,Van 1,Present,2,1,,"1967 Dumbarton Rd, Glasgow, G14 0HZ ",
A24-19-85,Night Shift,,,Van 2,Present,2,1,,"1967 Dumbarton Rd, Glasgow, G14 0HZ ",
A24-19-86,Day Shift,,,No Keys Held,Present,0,0,,"158 Smyllum Road, Lanark, ML11 7BT ",Keybox on site
A24-19-86,Night Shift,,,No Keys Held,Present,0,0,,"158 Smyllum Road, Lanark, ML11 7BT ",Keybox on site
A24-19-87,Day Shift,,,Van 1,Present,1,0,,"12 Lilybank Wynd, Johnstone, PA5 8EF ",
A24-19-87,Night Shift,,,Van 2,Present,1,0,,"12 Lilybank Wynd, Johnstone, PA5 8EF ",
A24-19-88,Day Shift,,,No Keys Held,Present,0,0,,"14 McGregor Street, Wishaw, ML2 7SE ",Keybox on site
A24-19-88,Night Shift,,,No Keys Held,Present,0,0,,"14 McGregor Street, Wishaw, ML2 7SE ",Keybox on site
A24-19-89,Day Shift,,,No Keys Held,Present,0,0,,"80 Partickhill Road, Glasgow, G11 5NB ",Keybox on site
A24-19-89,Night Shift,,,No Keys Held,Present,0,0,,"80 Partickhill Road, Glasgow, G11 5NB ",Keybox on site
A24-199,Day Shift,,,Van 1,Present,1,2,,"Active Communities, 7 Quarry Street, Johnstone, PA5 8DY ",
A24-199,Night Shift,,,Van 2,Present,1,2,,"Active Communities, 7 Quarry Street, Johnstone, PA5 8DY ",
A24-19-9,Day Shift,,,No Keys Held,Present,0,0,,"7 Longstone Place, Glasgow, G33 3JW ",Keybox on site
A24-19-9,Night Shift,,,No Keys Held,Present,0,0,,"7 Longstone Place, Glasgow, G33 3JW ",Keybox on site
A24-19-90,Day Shift,,,No Keys Held,Present,0,0,,"Lourdes Court, 5 Lourdes Avenue, Glasgow, G52 3QU ",Keybox on site
A24-19-90,Night Shift,,,No Keys Held,Present,0,0,,"Lourdes Court, 5 Lourdes Avenue, Glasgow, G52 3QU ",Keybox on site
A24-19-91,Day Shift,,,Van 1,Present,2,0,,"186 Moffat Street, Glasgow, G5 0ND ",
A24-19-91,Night Shift,,,Van 2,Present,2,0,,"186 Moffat Street, Glasgow, G5 0ND ",
A24-19-92,Day Shift,,,Van 1,Present,2,0,,"69 Burnside Terrace, Falkirk, FK1 4EF ",
A24-19-92,Night Shift,,,Van 2,Present,2,0,,"69 Burnside Terrace, Falkirk, FK1 4EF ",
A24-19-93,Day Shift,,,No Keys Held,Present,0,0,,"1 Inchyra Place, Grangemouth, FK3 9EQ ",Keybox on site
A24-19-93,Night Shift,,,No Keys Held,Present,0,0,,"1 Inchyra Place, Grangemouth, FK3 9EQ ",Keybox on site
A24-19-94,Day Shift,,,No Keys Held,Present,0,0,,"1040 Dumbarton Road, Glasgow, G14 9UL ",Keybox on site
A24-19-94,Night Shift,,,No Keys Held,Present,0,0,,"1040 Dumbarton Road, Glasgow, G14 9UL ",Keybox on site
A24-19-95,Day Shift,,,Van 1,Present,1,1,,"1969 Dumbarton Road, Glasgow, G14 0HZ ",
A24-19-95,Night Shift,,,Van 2,Present,1,1,,"1969 Dumbarton Road, Glasgow, G14 0HZ ",
A24-19-96,Day Shift,,,No Keys Held,Present,0,0,,"1196 Tollcross Road, Glasgow, G32 8HQ ",Keybox on site
A24-19-96,Night Shift,,,No Keys Held,Present,0,0,,"1196 Tollcross Road, Glasgow, G32 8HQ ",Keybox on site
A24-19-98,Day Shift,,,No Keys Held,Present,0,0,,"1 Shawpark Court, Glasgow, G20 9AG ",Keybox on site
A24-19-98,Night Shift,,,No Keys Held,Present,0,0,,"1 Shawpark Court, Glasgow, G20 9AG ",Keybox on site
A24-19-99,Day Shift,,,No Keys Held,Present,0,0,,"90 Carlisle Road, Hamilton, ML3 7TX   ",Keybox on site
